flow_in,flow_out,pressure_in,pressure_out,temperature_in,temperature_out,density_in,density_out,velocity_variation,vorticity,mass_deviation,energy_loss,gps_segment_id,leak
96.42826701613178,93.76452175481286,68.5817396800859,62.1151988208073,50.42418670614835,43.609532261675795,0.8512626773623406,0.8315496308773483,-0.19493717553224232,-0.0011017432002135225,2.6637452613189225,302.29197499067186,5,1
103.12928731162802,102.21080985649093,69.6713492067867,68.85276848700653,47.43401555162286,45.69076472970976,0.836434181953766,0.8333841896962363,0.019731570740559562,0.08372462166737688,0.9184774551370936,94.8075581398225,1,0
99.7664681684095,96.44901490715932,68.2271888118688,62.994402068928636,48.01227465033029,43.26237441090658,0.8504435879751561,0.8357945457896278,0.07564883543160984,-0.01525944227403759,3.3174532612501793,344.9277600720993,3,1
98.57129716394726,97.94672717747777,70.08882765102173,69.06560937694366,52.019634178685266,50.898031722969996,0.8470459858986097,0.8407028351211788,-0.06163614080394775,0.06702305258951739,0.6245699864694956,82.40960177921079,4,0
99.67742857666798,99.18123181824852,70.62015235483555,68.90990023084062,52.216365633475036,51.004620833838395,0.8451725647781797,0.8371708178240508,-0.11894118928673279,0.06059719926932003,0.4961967584194582,81.05412512398561,17,0
96.59225682634656,92.39172516787268,71.37065743207837,64.24588602906141,49.59495154587034,44.96129052109628,0.856813623265753,0.8357662728475141,0.08687725005907711,-0.04967947577970181,4.200531658473878,429.9160711710956,7,1
99.35751446776418,96.88684658021255,68.47786076022122,62.283268539707485,50.19534075349667,45.8768197486978,0.8538343503140364,0.8327378386280343,-0.08039484147274811,-0.06705323566507844,2.4706678875516275,306.00989514449566,17,1
101.17371418760054,100.24307769609823,72.3897799399591,71.40634342639599,53.26686306460219,51.031277900855386,0.8687329777621754,0.8598020515238166,0.002246589281204638,0.055869940795123044,0.9306364915023124,126.29216711981917,9,0
100.72327205009528,100.15843877959759,67.19381211846121,66.1526701238235,49.06459759737622,47.86935369845586,0.8343745414311345,0.8300079321476176,0.14227481360999403,-0.027915087697301527,0.5648332704976866,69.238302797502,15,0
98.94750428696516,94.99595451639111,68.77567413318705,64.1147964124571,45.60774435780011,41.66366480632232,0.8431372086424491,0.8205210927137639,-0.07717719573928751,0.023975377400080433,3.951549770574047,425.1271107594166,10,1
101.08512008717193,100.43019327648607,68.75357482538344,67.40341988567894,48.92952957687886,47.457414115707714,0.8647753008105526,0.8558305574498005,0.09375701376265584,0.009947407339824728,0.6549268106858648,102.17490417647696,10,0
100.34636185170237,100.10725575180334,70.88965188695258,68.96633338892875,46.81401253293666,45.11416855706034,0.8512637957954641,0.8443990801258959,0.018970616761039567,-0.025148738527567157,0.23910609989903264,54.797647676965425,8,0
102.95386885223655,100.04832756667855,68.46044618850117,61.15680743639638,51.95777911711356,48.0712597629957,0.8694834264478981,0.8467544928802363,0.06855897462984165,-0.06959791904758657,2.9055412855580016,370.17879146865107,4,1
98.38301279421363,97.68798884753008,70.27279938258775,69.29014182628114,50.763870904463104,49.18953717586205,0.8542881650033057,0.8511254771272271,-0.055053684949158355,0.04451915817598931,0.6950239466835484,73.29932570399978,19,0
98.33388788599848,95.12949885439551,70.54249159187053,65.41941339021434,46.062991573123895,41.61435580860937,0.8573195550250985,0.8355187341053697,0.06523303381766798,0.000972912775944156,3.2043890316029717,364.38448310998865,17,1
99.89519109884506,97.62822409436905,71.65581601497439,67.92587710368642,48.65976959909153,45.105713312952695,0.842374807608534,0.8261215960556479,-0.00626482221218215,0.01004225465578548,2.2669670044760153,266.05577677904375,10,1
99.08892094795226,95.56677840201833,72.01933863430412,67.41286849027385,53.056062718775664,49.5652760813748,0.8276953198087554,0.8105774176904297,-0.21912538511652813,-0.022316025761717248,3.5221425459339315,361.9050529348501,7,1
98.7965867755412,98.27388330649094,70.95788868816607,69.86903818769945,49.48524692515331,47.91847647276217,0.8514088624691121,0.8506278148601276,0.08071225966373104,-0.08629033643952984,0.5227034690502563,47.62314952512861,10,0
99.06838886176368,96.48199439518532,70.95799025296465,65.91276754396466,52.50568526885497,48.48766839681052,0.852095342302628,0.8400132842515659,-0.023591652931212393,-0.08978215863150076,2.586394466578355,271.7168949268207,9,1
100.43355112752526,98.29743408811503,68.55294186137392,62.29370862158713,53.21756171146875,47.982809797423954,0.8434610161167442,0.823501582124803,0.11663705456692522,-0.005755484696161958,2.1361170394102373,275.45780621572567,9,1
